0.00215665,-7.70623e-05,-0.00759736,-0.0171913,-0.0146621,-0.00325185,-0.00471165,-0.00686678,0.00199453,-0.00508342,0.00111042,7.39049e-05,-0.00526757,0.000436467,0.00830135,0.00357909,-0.00265911,-0.00753147
-1.57735,0.515765,-0.303237,-0.11204,-0.708212,1.08384,-1.01793,1.06692,1.24519,0.857153,-0.33648,0.137982,1.8052,-1.51399,0.293809,0.0911368,-1.75285,2.6173
-1.66223,-0.0266215,2.08409,0.888463,-0.553993,0.701689,0.703592,3.54004,2.37171,-0.702303,-0.444334,-0.0889492,0.541404,-1.00107,0.125119,-0.0789205,-1.22701,2.1201
2.18306,-1.47489,0.364629,0.694165,0.518652,2.29329,-0.329972,0.0838802,1.68855,1.20509,-1.46396,0.744062,2.93635,-1.2403,0.247268,-0.130716,-1.44111,2.45681
0.980604,-0.585931,0.220989,-0.477683,0.595294,0.0815005,-0.0980275,-1.97683,-0.941994,1.65701,-0.206299,0.662619,3.82476,-1.47281,-0.0195595,0.338911,-0.346681,0.0198796
-1.02379,0.132658,0.128719,-0.439718,-0.955555,0.785696,-1.21588,0.901229,1.57664,0.855766,-0.186469,-0.0533284,0.902185,-0.896525,0.111536,0.0267985,-1.01739,1.46717
0.801255,-1.3375,-0.929586,2.16052,-2.82418,-1.43576,0.332887,-0.331675,1.77834,1.99545,-1.78709,1.08747,7.57287,-4.19803,0.360847,0.257445,-3.59906,5.71324
-3.15175,0.0315688,-0.581279,1.3681,-2.532,0.543392,-2.69904,-1.06015,2.54854,-0.272343,-1.26022,1.03675,0.676138,0.705125,-0.311556,-0.474186,0.453396,-0.871537
-3.68971,1.52278,0.237263,-0.323979,-0.492013,-0.00240492,-0.605505,0.96788,0.370976,0.526407,0.357138,0.0277447,1.83869,-1.68044,0.147006,0.333306,-1.29439,1.49042
0.244417,-0.176187,-0.491541,-0.571695,-1.77397,-0.587396,0.179009,2.16066,-0.0385258,-1.00263,0.309017,-0.216512,-0.445142,0.220335,0.0874755,-0.12135,-0.0534787,0.402967
1.11741,0.637985,-2.09217,-2.25659,-1.85056,-1.19364,-0.920116,0.24838,-2.20724,0.888935,1.72055,-1.55154,-3.02507,0.198271,0.44269,0.13905,-0.837689,1.66081
1.93565,-0.881492,-0.959406,-1.00463,-3.13123,-1.41423,0.517027,1.68606,-3.03248,-1.22181,0.976061,-0.418322,-1.07561,0.770722,0.297089,-0.236515,0.0912326,0.602867
-0.529164,1.03061,-0.855824,-0.842381,1.96435,0.572772,-0.557668,-1.51607,-0.285203,0.393806,0.332112,-0.0847449,-0.906292,0.510982,-0.109684,0.187504,0.747625,-1.63531
-1.18198,0.853347,-0.200012,-0.738838,0.586191,0.963203,-1.05983,0.407202,1.7433,1.27136,0.0237527,-0.347758,0.330241,-1.06312,0.124272,0.230577,-1.10264,1.38286
2.23993,-0.0443449,-2.26917,-0.270921,0.526474,-0.558431,0.707953,-0.482028,-0.450285,0.538969,-0.204083,0.0417459,1.61618,-1.03169,0.244911,0.246215,-0.954559,1.57354
0.864982,-0.882084,1.4965,1.01453,-1.48718,-1.93744,1.00044,1.87689,2.92099,-0.202572,-0.190258,-0.897942,-1.57554,-0.214472,-0.175397,-0.0765967,-0.375306,1.01884
-1.08728,0.509749,-0.926358,-0.638986,-1.24543,-0.0657115,-1.00827,0.250768,-0.28999,-0.0761217,0.323533,-0.0747299,-0.342027,0.158247,0.073581,-0.041772,-0.0961855,0.110535
0.844472,-0.187694,0.385607,-1.61817,1.34813,-0.113284,0.541533,0.203667,0.133158,-0.294693,0.226826,0.486731,1.89554,0.0837902,-0.439293,0.285218,1.71468,-3.34389
4.63886,-1.81378,0.582278,-0.528599,0.46367,-1.0181,0.33493,-2.43094,0.430592,3.41343,-0.0944008,-0.629112,2.01186,-1.93519,0.0816686,0.429626,-1.29838,1.97306
0.230196,1.00034,-1.2311,0.328544,1.15753,-0.704799,1.17965,0.204604,-0.104113,0.998886,0.15357,-0.59341,0.907055,-2.04367,0.460132,0.459796,-2.27298,3.57701
0.254038,-0.710845,-0.250714,-0.454749,-0.722823,2.53211,-1.12889,0.422823,-0.369772,1.67507,-0.864552,1.13132,5.59465,-2.50855,0.523975,0.0958295,-2.36308,3.55268
1.29992,-1.26801,0.277334,0.832859,-1.41301,0.764717,-1.4033,-0.146427,2.51899,0.265787,-0.839418,-0.25688,-2.3866,1.21263,-0.0748939,-0.530335,0.10451,0.397225
-0.426708,-0.437181,1.24937,0.30637,-1.71688,1.70393,-1.60499,0.54958,-0.533009,0.583384,0.324755,-0.88276,-3.7093,0.89635,0.483946,-0.500704,-1.16763,2.59157
0.709193,0.3144,-0.134428,-0.791791,1.53998,-0.737711,1.4168,2.16532,3.03042,-0.131197,-0.266954,-0.0390764,2.15965,-1.40002,-0.276469,0.473178,-0.0278698,-0.44426
-2.09391,1.91824,-2.97568,0.501438,1.38132,1.1123,0.113918,1.18098,1.8388,0.504675,-1.04289,0.764446,4.52968,-3.03686,0.480311,0.462487,-2.88636,4.09982
1.1271,-1.04828,-2.09157,-2.84282,-1.21803,4.07204,-3.41396,-0.382244,-0.0286607,2.75213,-1.11043,2.02677,8.66615,-2.7366,0.380843,0.171728,-1.73577,1.98964
-2.34931,0.475521,1.26773,2.43798,-0.699826,-1.67363,0.159628,-2.49959,-2.09481,-1.44936,0.530097,-0.547783,-5.56552,2.75289,-0.187232,-0.481449,1.5559,-1.98755
3.11356,-0.500214,-2.18117,-1.65924,2.43429,1.30241,-0.378624,-2.17598,0.335188,2.06293,-0.808207,1.10582,5.4569,-1.7926,-0.0405155,0.511558,-0.244793,-0.399657
-1.12832,0.228524,0.779858,-0.0607375,-0.552418,-0.434823,-0.00976404,0.420582,0.107188,0.35126,0.241245,-0.12524,0.695064,-0.741429,0.0210249,0.140043,-0.478882,0.577676
1.78361,-0.391726,1.80148,-1.21216,-0.256186,-0.611028,0.93082,2.79663,0.952608,0.818773,1.10201,-1.82704,-2.73838,-0.609652,0.248487,0.188568,-1.14496,2.20967
0.068807,-0.213958,-0.24017,-0.141277,-0.322424,1.07528,-0.205614,0.790688,-0.677946,-0.8288,-0.154352,0.398144,0.0449006,0.576512,0.115665,-0.226832,0.217563,-0.146562
-2.04978,1.44232,-0.273241,-0.102889,-0.0647299,0.155031,-0.553733,0.789681,-0.405975,-0.838754,0.917677,-1.09992,-4.92427,1.45861,0.184144,-0.186765,0.0697383,0.197469
1.56857,-0.866211,0.3066,-0.447989,-1.43427,-0.239782,0.197371,1.43284,-0.741216,-1.13492,0.47208,-0.531023,-2.75663,1.54399,0.0408403,-0.361381,0.764191,-0.56934
-1.4059,1.27096,0.712341,0.685063,2.93929,-0.576045,1.28109,-0.468968,0.969875,-0.844273,0.164122,-0.320958,-2.09492,0.733815,-0.34672,0.203465,1.19215,-2.25891
0.536936,-0.404915,1.11956,-1.63135,0.695807,0.573253,-1.28179,-1.50366,0.37576,1.24761,0.41727,-0.112108,-0.306049,0.604344,-0.372026,0.110781,1.41405,-2.77597
2.21186,-0.764583,-2.89158,0.789244,-0.166879,-0.173401,0.0554454,-1.732,0.512233,0.90137,-1.50213,1.29925,5.16262,-1.77801,0.132473,0.147888,-1.1961,1.77792
-3.4372,1.14702,0.527316,0.581604,-1.14103,1.14268,-0.66843,2.62996,1.29444,0.106331,-0.102436,-0.232557,0.41342,-1.50089,0.470923,-0.00819972,-2.39079,3.85916
0.568979,0.353954,0.485252,-1.42949,-0.206702,-0.0921695,1.22444,3.33757,-1.72082,-1.59099,1.39027,-1.07546,-3.24991,0.975478,0.267252,-0.0572688,0.248713,0.109105
0.941376,0.0392506,-0.895014,0.273955,-0.209618,-2.22397,0.517168,-0.729754,1.39135,0.183002,0.0256913,-0.536327,-0.929706,0.0197411,-0.251778,0.159228,0.331192,-0.552126
3.19432,-0.646856,-2.13819,1.08784,1.6724,1.55258,0.077719,0.451287,5.12144,2.2706,-2.16463,0.190481,3.52187,-2.96335,0.393636,0.237675,-3.29466,5.33109
1.42848,-0.408186,1.18679,-1.05363,0.1812,0.0238913,0.538129,2.57307,2.64665,1.36124,0.156911,-0.926237,0.737405,-1.8444,0.138874,0.343565,-1.57015,2.44209
2.84728,-0.368361,-0.789886,-1.64754,0.799086,-0.598771,0.344516,-0.93519,-2.10411,-0.616109,1.05438,-0.667251,-3.40528,2.20572,-0.168167,-0.0710676,2.09214,-3.10247
-1.51052,0.294712,0.491438,1.60169,-0.357497,0.911995,-0.310758,0.715438,1.69908,0.886407,-0.762168,-0.0973776,0.745894,-1.58192,0.411843,-0.0314897,-2.4591,4.0822
3.0744,-0.469801,-1.29908,-1.33827,0.868892,0.956645,1.43849,2.74989,-0.451373,-0.520765,-0.0339919,0.0781583,1.83621,-0.924574,0.382234,0.156494,-0.890201,1.68634
-2.90106,1.35461,-0.662219,0.161077,-2.026,-0.286885,-0.583216,2.75838,0.99781,-0.626788,0.420787,-0.760404,-1.72628,-0.487112,0.368668,-0.0748881,-1.63599,2.8844
-3.88671,1.93627,-0.622891,2.17019,0.994204,1.832,-0.861982,1.22287,3.66924,0.137954,-1.08831,-0.231262,-1.26597,-1.0061,0.3946,-0.0975984,-2.50444,4.0467
-3.08299,1.22481,1.98577,-0.131264,0.986749,0.0156051,-0.712587,-0.173847,2.08936,1.46498,0.396195,-0.665555,-0.490391,-1.05334,-0.154308,0.361426,-0.581894,0.239661
-1.26062,-0.224193,0.0352761,1.49741,-0.331424,0.112828,0.809335,-1.80035,-4.5585,-1.81966,-0.265768,1.6269,2.18057,0.850536,0.0516525,-0.274059,1.06536,-1.62679
3.0614,-0.739796,-0.116705,-0.680536,0.514906,-1.78323,0.725172,-1.76084,-0.765489,0.873397,0.632639,-0.801095,-1.52254,0.465662,-0.170082,0.19042,0.798234,-1.20786
-2.34871,1.3235,-2.21617,-1.80662,-2.44606,2.467,-2.95904,2.00255,-1.00806,0.411975,0.676603,-0.399847,-1.12323,-0.211736,0.766078,-0.223226,-2.03691,3.49673
-0.383797,0.556248,-0.219557,0.406681,0.745221,-0.644571,0.784279,-0.454995,-0.543555,0.343663,0.114908,-0.0998581,0.759017,-0.919577,0.131624,0.257447,-0.740796,1.02731
-1.27581,0.478446,-1.17273,1.99682,0.0362664,-0.815667,0.284096,-1.49467,0.359032,-0.596448,-0.859129,0.662006,0.80257,-0.0645495,-0.0671275,-0.071707,-0.119347,0.165283
-0.492524,-0.286153,0.296367,1.50539,-0.495728,1.01598,0.323688,1.8066,0.606062,-2.52826,-0.617105,0.220926,-2.96184,2.09613,0.00647456,-0.658764,0.830262,-0.575728
-0.644834,1.11481,-1.93726,-0.149381,-0.464523,-2.00011,0.29741,0.455795,0.639563,-1.35753,0.506284,-0.641082,-2.87077,1.16346,-0.201525,0.00464046,0.940444,-1.3985
0.19418,0.831552,-1.69479,-2.36489,0.170649,-2.10406,0.521875,-0.160322,-1.44019,-0.596633,1.12353,0.0660125,1.2462,0.116049,-0.380919,0.475585,1.75935,-3.47067
-2.74279,1.27803,-1.08958,-0.0480093,0.036112,2.22746,-0.161147,3.37386,0.463708,-1.79591,-0.459728,0.792316,1.47813,-0.442703,0.347509,-0.134091,-0.928485,1.48462
0.92575,-1.05118,1.44384,-0.920699,0.323749,0.0528425,-0.0705087,-0.172005,1.40795,0.755255,-0.371716,0.671735,3.2588,-0.720224,-0.450939,0.217331,0.961283,-2.13778
-0.923324,-0.122473,0.658013,1.46703,-1.02222,0.698732,-1.37143,-0.990826,0.604129,0.279745,-0.211343,-0.625479,-3.9552,1.30504,0.165335,-0.490948,-0.423252,1.23721
-0.474527,0.355724,-0.621052,1.71414,-0.568413,-0.231316,0.919904,2.1919,1.43261,-1.52516,-0.495617,-0.411715,-2.24121,0.332231,0.260145,-0.295581,-0.995791,2.2888
-2.69248,1.60995,-0.354837,1.52922,0.24762,-0.784675,-0.0446243,0.570066,2.03128,-1.20677,0.101808,-1.00274,-5.06761,1.34792,-0.0573847,-0.21103,0.0770374,0.174063
1.13472,-0.055918,-0.613204,-0.0481488,0.500955,-0.113843,0.0282465,-0.522297,0.158003,-0.0281165,0.0645711,-0.388355,-1.81248,0.744445,-0.00702989,-0.0683968,0.336264,-0.34829
