-0.017555,-0.00313381,0.00860546,-0.00741965,-0.0093114,-0.0131025,-0.00723409,-0.00392784,-0.0344105,-0.0224471,0.0252307,-0.0204702,0.0115294,0.0298402,-0.000481054,0.00168429,0.00957936,-0.00602572,-0.0024456,-0.00341248,0.0087429,-0.0339777,-0.011902,0.00655456,0.000145972,0.000384038,-0.000799108,0.00678007,-0.00257512,-0.0066005,-0.00314476,0.00146326,0.00138938,0.00709028,-0.0186439,0.0110699,-0.00917993,0.00854195,-0.00140479,0.0112461,-0.0072823,0.00922858,0.0452871,-0.0342277,-0.0167469,0.0415665,-0.00559005,0.0276943
-0.846123,0.62223,-0.772078,-0.576025,-2.36566,0.535607,-0.764241,-0.488506,-0.385797,-0.193852,1.21799,0.744114,0.177526,1.39604,-1.00498,1.75892,-0.360127,0.979418,0.910988,-0.863602,0.335522,1.50714,-0.339766,-0.391903,-1.59045,0.616315,0.570174,1.81272,-2.55022,-0.0849404,1.42171,-1.43532,-0.421025,0.424793,-3.97511,0.162848,0.502988,-1.9987,1.40952,-2.21988,-2.08877,-1.49158,-1.34198,-1.27433,-2.14328,2.68078,-3.43913,-3.34436
0.197957,-0.139507,0.226768,0.244202,-0.400037,-1.34528,-0.718177,0.42648,-0.0702687,0.333216,0.218332,-1.20175,0.322949,1.3204,0.988432,-0.614196,-0.678957,-0.536217,1.43756,-0.695942,-0.137787,-0.684506,-0.455967,-0.488933,0.781046,-2.16466,-2.29147,-0.725213,1.44467,2.38858,0.845028,1.26224,-1.09826,-0.218153,-2.24543,1.96256,-3.68293,-2.27652,1.56577,-2.11848,-0.22353,0.600617,0.664353,-0.995426,-1.20742,-1.75746,-0.203889,4.36141
-0.497352,0.913801,-0.259325,0.41458,-0.454937,0.490319,-0.790155,-0.26897,-0.838804,-0.264934,-0.768562,-0.323102,2.01074,0.313247,4.04962,0.588757,-2.83082,2.02727,0.965023,-0.101484,-0.810466,0.0297467,1.97018,2.20346,-1.03517,-2.06464,-2.85891,-0.695727,-0.366864,0.656546,1.36846,2.03728,0.602426,-0.316259,-1.20971,1.02001,-0.490415,0.744929,0.341033,-0.8246,0.0896733,-0.263482,-1.37155,1.25663,-1.67463,1.59054,1.70669,-3.07804
1.01424,-0.29704,-1.0535,-0.680505,0.314083,0.653299,0.777839,0.198968,-1.0765,0.0897893,0.196233,0.622195,-0.369359,-1.49754,-0.879576,1.41039,-0.940431,0.525907,0.495026,1.49075,2.15768,-0.331566,-0.858119,-2.68925,-1.63231,1.81784,0.890999,-0.636044,0.82525,2.88572,2.98979,-1.62894,-0.0848104,-1.11448,0.726859,-1.03588,1.23646,0.20646,0.837011,-2.66547,0.765697,-2.16312,-0.0425158,3.81063,0.53344,1.22085,0.0993669,-5.56024
0.0923494,-0.254566,-0.0960981,-0.0702026,-0.232768,0.789386,-0.219119,0.272061,0.609752,-1.25636,-0.594209,0.44256,-1.65252,0.876465,-0.66473,-0.90127,0.258194,-1.19933,-0.321125,-0.611411,0.401209,-0.265533,-0.753198,1.1029,-1.16955,-0.780136,1.05139,0.897406,-0.231229,1.31828,-0.155615,-0.235573,-0.0571587,1.48597,-1.47747,-0.444822,-0.411235,0.206466,0.345062,-0.53123,0.311462,0.0763351,-0.467199,1.83422,0.696492,-0.372784,-0.486502,-0.858092
-0.475123,0.105004,-0.260504,-0.198124,-0.482198,0.811768,0.162631,-0.0500555,0.105003,-0.159181,0.100878,1.49578,0.0452047,-0.700239,-1.05125,-0.826784,0.540933,0.565819,-0.892977,2.28321,-0.555371,-0.352183,-1.17896,1.73718,0.168206,1.33333,4.24098,0.554349,-0.293463,-1.44137,-0.0509373,-1.58671,2.73903,-2.12605,1.26898,-0.754588,4.91135,1.29372,-0.790645,2.77458,-1.87465,-1.81089,0.900935,-0.568878,-0.228259,2.04756,-0.481002,-1.95088
-0.31919,0.422176,-0.168031,-0.22602,-0.788571,-0.0364235,-0.421979,-0.0829585,-0.879711,0.561843,0.965283,0.0409896,0.0493407,0.405491,0.67279,0.866261,-1.08315,-0.267638,-1.53927,0.106119,-0.387926,0.0674678,0.985116,0.787596,0.475421,-1.15259,2.00146,-1.94874,-0.820146,1.48335,0.524368,-0.0121411,-1.17396,-0.772443,-1.0579,-0.499546,0.589779,-0.405655,0.686926,0.148388,-0.384847,-0.0150149,0.472728,-0.596056,0.903167,0.738137,1.24964,0.00172365
0.105146,-1.00222,0.854446,0.176999,1.03323,-0.757766,-0.719473,1.16651,-0.249617,0.136026,-0.428809,0.369194,1.41962,0.397129,1.46362,0.59742,0.793346,0.965531,1.0043,0.807058,0.386224,0.744219,3.65777,0.724114,0.0430014,-2.36659,-0.834684,1.90807,0.0412667,-0.416753,-0.236497,0.647865,-0.665455,0.275757,-3.18695,0.104885,1.75133,1.58968,1.33756,0.283082,2.29471,0.858792,-0.0944271,-0.519145,1.07467,-0.402237,2.05894,3.91037
-1.27148,0.248431,-0.628828,-0.211311,-1.27774,0.304294,1.86714,-1.22509,-0.458561,0.496666,0.864509,2.55562,0.755469,-0.190292,-1.1526,0.510234,-3.4791,-0.473365,-2.30232,2.48699,-0.323756,1.74919,1.31049,-1.10182,2.86634,3.59473,3.08189,-0.546772,-3.7988,0.581968,2.3087,3.01437,-1.77137,0.66716,-2.48451,1.66798,1.39379,-1.11959,0.610553,1.58028,4.46569,1.9155,3.39079,-1.52449,2.50302,-0.844977,-6.30856,9.55694
0.00579936,-0.778609,0.764268,-0.941655,0.645447,0.923963,-1.69939,-1.20977,1.37341,-0.914848,1.50645,-0.0428809,-2.08726,-1.58096,2.43022,1.47487,-1.10662,0.975744,-1.41567,1.41065,0.178145,-2.52338,1.85452,-1.44435,-0.418404,2.29217,3.2158,0.697252,1.15919,-3.18331,0.841663,-1.38611,1.64828,-4.37238,-3.87032,-0.857394,-2.69594,-0.804987,3.58058,0.255094,-2.54711,-2.03021,-2.80938,-2.07211,-3.04772,3.94333,-1.21011,-6.90575
0.318049,-0.711571,0.685085,-0.0692233,0.814771,-0.647664,-0.863861,1.19405,-0.250043,-0.122034,-0.37191,0.0311966,0.025146,0.382297,0.356635,-0.333194,0.741465,-0.284352,-0.530507,1.67802,0.584532,-0.223104,1.57449,0.565144,0.593005,-0.16824,-2.07654,0.303312,1.1017,-2.3678,-0.127672,-0.0464618,0.834097,-1.52967,-0.573774,2.59411,-2.53879,1.14919,0.392939,1.23718,1.18295,-1.45805,0.0290816,-0.497719,0.117396,-0.0843445,-0.646532,2.87754
-0.648575,-0.117118,0.194365,0.0191084,0.311051,1.08852,-0.113672,-0.957974,1.65427,-0.433397,-0.718297,0.292834,0.272874,0.956312,0.456757,1.19134,3.31655,0.973149,1.53855,0.376575,0.910009,-0.679065,1.56586,-0.540341,-2.88457,-1.39243,0.711133,0.261069,0.610931,-1.17336,-0.666777,-0.458907,0.237103,-1.31794,-1.30323,1.2573,-0.872026,-0.463897,1.81598,5.41311,2.88765,0.353826,0.991822,2.15965,-0.186102,-0.95548,-4.27129,3.35839
-0.489264,0.0100761,-0.264301,-0.313071,-1.14877,-0.304334,-0.583943,0.76197,-1.881,0.114779,-0.434906,1.75932,-0.343142,-3.67826,-0.529106,-2.75512,-2.64878,-0.0227837,-0.866159,1.20877,0.77349,-0.965494,-1.07599,3.28258,0.642134,-1.05095,-2.47439,0.982214,0.8887,-1.23292,-1.3041,1.01627,0.64526,2.16398,7.30194,-5.20765,-0.204934,4.64563,-1.01876,-1.07661,-5.5797,-2.64544,-4.11946,6.72096,-1.47269,-3.45099,3.83413,-16.3031
-0.492608,0.613773,0.0287169,0.32624,-0.58922,-0.42242,0.572713,-0.419232,1.19183,-0.430338,-0.657426,-0.407442,0.0289737,-0.805586,-0.390607,0.320243,-0.358244,-0.0540164,-1.78514,-0.71196,0.0437362,-0.741915,1.06049,-1.32053,0.0781423,-0.410298,0.593273,-2.07691,0.29784,1.58118,-0.770363,-0.912437,-1.74354,0.0778413,-0.306838,-2.48118,0.832581,1.57828,0.348853,0.0285325,-2.1023,-1.34149,-1.85587,-0.0394167,-0.138658,3.12277,-1.05254,-7.86587
