-0.000268308,-0.000858699,0.00104212,-0.00728799,0.00362486,0.00278869,0.00118019,-0.00836079,-0.000273106,-0.000131501,0.00101883,0.00231106,-0.001037,-0.0011276,-0.00336856,0.000306332,-0.00557914,-0.00141355,-0.0010173,-0.0023423,-0.000468809,0.0015917,-0.000339325,5.1948e-05,6.76834e-05,-0.000260899,0.000334588,0.000198529,-0.00100196
1.93473,-0.196035,0.486424,0.0031187,-1.29627,0.0697813,0.655838,-0.297887,0.4216,0.82139,0.33629,-0.565345,-0.278707,1.25448,-0.802985,-1.38971,-0.170725,-0.687887,0.4643,-0.37667,-0.319128,0.27637,0.43733,0.927175,1.13164,-0.0929609,-0.0252133,0.185793,1.35308
0.658247,0.0292515,-0.700119,0.141147,0.107908,-0.75972,-0.752731,-0.00264424,0.291667,0.276844,0.10105,0.245739,0.534231,1.05349,-0.0190458,0.15633,0.302249,-0.399749,1.15451,-0.460363,-0.300567,0.36253,0.335948,0.725709,0.952518,-0.0639243,-0.024401,0.1617,1.19834
0.399471,0.114811,0.0426177,0.080723,0.2789,-0.305043,-1.37758,0.202143,-0.566569,-0.149305,0.332313,-0.583718,-0.298597,0.189205,-0.225128,0.72747,0.310726,0.239057,-0.66324,0.258539,0.294769,-0.142125,-0.372954,-0.952671,-1.02873,0.0167694,-0.00921738,0.985276,-2.15006
-0.312392,-0.0209684,0.156631,-0.150226,0.633833,0.211981,0.965205,-0.294051,0.573778,0.409207,0.0250054,0.455608,0.489479,-0.781372,1.78268,1.42423,0.498028,0.508509,2.47489,-0.184633,0.229062,0.127082,-0.525166,-0.943049,-0.830808,0.0213385,0.0137052,0.462965,-1.4558
-1.51205,-0.0430228,0.95327,0.0906632,0.699851,-0.96662,-0.138316,-0.0641575,0.697081,-0.30542,-0.745225,-0.534034,0.0802497,1.5559,-0.69983,0.397582,-0.227825,-0.136944,-2.16237,0.218921,-0.154434,-0.0313527,0.313968,0.387457,0.0996471,0.0430156,-0.00651126,-1.16399,0.97027
0.155291,0.115522,-1.25705,0.0892906,-0.0693694,0.174299,-0.437441,0.296961,-0.258571,0.837777,-0.727425,-0.372899,0.223586,0.206531,1.57273,-0.517067,-2.09473,0.0835038,1.57257,-0.562681,-0.812101,0.389079,0.870218,2.32376,3.03862,-0.188391,-0.0727071,-0.0113726,4.35347
0.683953,0.0449177,-0.232153,-0.0852548,1.09214,0.103354,0.107416,-0.141814,0.0878706,-0.668162,-0.464965,0.555177,0.069651,-0.749608,-0.886413,-0.0954395,1.10195,-0.0846184,-0.442991,0.108663,0.262808,-0.149084,-0.21987,-0.642633,-0.799453,0.0469381,0.0208167,0.417178,-1.43685
-0.00910752,0.0485477,-1.24198,0.0257288,-0.466623,-0.0693661,1.19657,0.00839781,0.390307,-0.516415,0.346024,0.0479389,0.0372881,0.287417,0.400605,0.732671,-1.08475,0.531944,-0.822881,0.526947,0.343908,-0.353099,-0.360269,-0.694916,-0.666445,0.0278798,-0.0037292,0.51357,-1.28076
-0.134453,0.0972117,0.847642,-0.0129893,0.674612,-0.204912,0.371993,-0.0031952,0.428097,-1.16559,-0.437708,0.702981,0.66091,0.885679,0.0593046,2.7162,-0.0965048,0.939903,0.899007,0.464974,0.888264,-0.252552,-1.12626,-2.5128,-2.82166,0.131237,0.00911668,0.705339,-4.49094
